conversation_id,patient_message,doctor_response,intent,sentiment,summary,key_points
389,The prescription you sent was out of stock at my pharmacy with no alternatives.,Your experience worries me greatly. No patient should face these kinds of issues.,complaint,concerned,Patient reported dissatisfaction or issues. Communication expressed worry or caution.,"prescription, stock, pharmacy, alternatives."
390,I have severe diarrhea and vomiting since last night - can't keep anything down.,I understand this must be worrying. How long exactly have you been experiencing these symptoms?,discuss_symptoms,neutral,Patient described current health symptoms. Communication was matter-of-fact.,"severe, diarrhea, vomiting, since, night"
391,Could I get an appointment with the cardiology department?,I regret to inform you that Dr. Smith's schedule is completely full for the next month.,request_appointment,negative,Patient requested a future consultation. Communication expressed concerns or dissatisfaction.,"Could, appointment, cardiology, department?"
392,My insulin prescription is running low - can you send a refill to CVS?,The clinical protocol indicates that medication adjustment may be warranted based on reported efficacy.,ask_prescription,formal,Patient asked for medication renewal or advice. Communication was professional and technical.,"insulin, prescription, running, refill"
393,"My joints are swollen and painful, especially in the mornings.",These symptoms raise some red flags for me. I want to make sure we don't miss anything important.,discuss_symptoms,concerned,Patient described current health symptoms. Communication expressed worry or caution.,"joints, swollen, painful,, especially, mornings."
394,I've been tracking my blood pressure as instructed - should I continue the meds?,The post-procedure assessment indicates satisfactory healing with no contraindications for resuming normal activity.,follow_up,formal,Patient followed up regarding previous consultation. Communication was professional and technical.,"tracking, blood, pressure, instructed, should"
395,The antidepressant dosage doesn't seem effective anymore - can we adjust?,I can certainly renew that. Has your current dosage been effective for you?,ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"antidepressant, dosage, doesn't, effective, anymore"
396,I've had a persistent headache for three days now with blurred vision.,These symptoms need immediate investigation. I'm going to expedite some tests right away.,discuss_symptoms,urgent,Patient described current health symptoms. Communication emphasized immediate action needed.,"persistent, headache, three, blurred, vision."
397,My blood sugar levels have stabilized - do I still need the same dosage?,I'm sorry the treatment hasn't provided the relief we expected. Let's try a different approach.,follow_up,apologetic,Patient followed up regarding previous consultation. Communication included regret or apologies.,"blood, sugar, levels, stabilized, still"
398,I need to schedule a physical exam before my overseas trip next month.,The scheduling protocol allows for a consultation on the requested date pending insurance verification.,request_appointment,formal,Patient requested a future consultation. Communication was professional and technical.,"schedule, physical, before, overseas, month."
399,The nurse didn't return my urgent call about medication side effects.,Thank you so much for this feedback. It's patients like you who help us improve our services.,complaint,positive,Patient reported dissatisfaction or issues. Communication had an optimistic tone.,"nurse, didn't, return, urgent, about"
400,What COVID safety measures are you currently following?,"For urgent needs, please note our special holiday triage line is always available.",general_questions,urgent,Patient asked general information about services. Communication emphasized immediate action needed.,"COVID, safety, measures, currently, following?"
401,The receptionist was very rude when I called to reschedule.,Thank you so much for this feedback. It's patients like you who help us improve our services.,complaint,positive,Patient reported dissatisfaction or issues. Communication had an optimistic tone.,"receptionist, called, reschedule."
402,The physical therapy exercises caused more pain - is this normal?,"You know, I've been thinking about your case - sounds like you're really making progress!",follow_up,friendly,Patient followed up regarding previous consultation. Communication was warm and personable.,"physical, therapy, exercises, caused, normal?"
403,How do I get a copy of my medical records transferred to another provider?,The facility operational hours during designated holidays are restricted to 10am-2pm for essential services only.,general_questions,formal,Patient asked general information about services. Communication was professional and technical.,"medical, records, transferred, another, provider?"
404,I've been having chest palpitations that last several minutes at a time.,"Upon initial assessment, your described symptoms suggest several potential diagnoses that warrant further investigation.",discuss_symptoms,formal,Patient described current health symptoms. Communication was professional and technical.,"having, chest, palpitations, several, minutes"
405,I lost my prescription slip for the antibiotics - can you reissue?,"Upon review of your medical history, a prescription renewal is authorized pending pharmacy verification.",ask_prescription,formal,Patient asked for medication renewal or advice. Communication was professional and technical.,"prescription, antibiotics, reissue?"
406,Your online portal isn't working and I can't access my medical records.,I am so sorry this happened to you. There's no excuse for this kind of treatment.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"online, portal, isn't, working, can't"
407,The nurse didn't return my urgent call about medication side effects.,"Given the severity of this issue, I'm taking immediate steps to address it today.",complaint,urgent,Patient reported dissatisfaction or issues. Communication emphasized immediate action needed.,"nurse, didn't, return, urgent, about"
408,Which hospital are you affiliated with for emergencies?,I'm concerned about your insurance coverage. Let me check some details to make sure you're fully covered.,general_questions,concerned,Patient asked general information about services. Communication expressed worry or caution.,"Which, hospital, affiliated, emergencies?"
409,The receptionist was very rude when I called to reschedule.,I'm deeply troubled by what you experienced. This isn't the care standard we aim to provide.,complaint,concerned,Patient reported dissatisfaction or issues. Communication expressed worry or caution.,"receptionist, called, reschedule."
410,The antibiotics helped but my sinus infection isn't completely gone.,"Upon review of your follow-up data, clinical parameters suggest modification of the treatment protocol.",follow_up,formal,Patient followed up regarding previous consultation. Communication was professional and technical.,"antibiotics, helped, sinus, infection, isn't"
411,I'm traveling abroad and need a 3-month supply of my blood thinners.,The clinical protocol indicates that medication adjustment may be warranted based on reported efficacy.,ask_prescription,formal,Patient asked for medication renewal or advice. Communication was professional and technical.,"traveling, abroad, 3-month, supply, blood"
412,I'd prefer a telehealth visit if available - when's the next opening?,I apologize for the scheduling difficulties. We're working to improve our availability.,request_appointment,apologetic,Patient requested a future consultation. Communication included regret or apologies.,"prefer, telehealth, visit, available, when's"
413,The billing department charged me for services I never received.,I sincerely apologize for this experience - it's completely our fault and we will make it right.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"billing, department, charged, services, never"
414,I need to schedule my annual diabetes screening and checkup.,Let me check our availability. Are you looking for something this week or next?,request_appointment,neutral,Patient requested a future consultation. Communication was matter-of-fact.,"schedule, annual, diabetes, screening, checkup."
415,I'm traveling abroad and need a 3-month supply of my blood thinners.,"Let me verify - you need a refill for your medication, correct?",ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"traveling, abroad, 3-month, supply, blood"
416,My pharmacy says they need prior authorization for my new cholesterol meds.,I apologize for the confusion with your prescription. Let me fix this right away.,ask_prescription,apologetic,Patient asked for medication renewal or advice. Communication included regret or apologies.,"pharmacy, prior, authorization, cholesterol, meds."
417,The biopsy results came back - can we discuss them at my next visit?,I'm very encouraged by your progress! The treatment is working exactly as we hoped.,follow_up,positive,Patient followed up regarding previous consultation. Communication had an optimistic tone.,"biopsy, results, discuss, visit?"
418,The nurse didn't return my urgent call about medication side effects.,This is a serious failure on our part. I'm deeply troubled by what you've experienced.,complaint,negative,Patient reported dissatisfaction or issues. Communication expressed concerns or dissatisfaction.,"nurse, didn't, return, urgent, about"
419,I'd like to make a same-day urgent appointment if possible.,I apologize for the scheduling difficulties. We're working to improve our availability.,request_appointment,apologetic,Patient requested a future consultation. Communication included regret or apologies.,"same-day, urgent, appointment, possible."
420,My pharmacy says they need prior authorization for my new cholesterol meds.,"Hey, thanks for the heads-up about running low! I'll get that sent over to your pharmacy today.",ask_prescription,friendly,Patient asked for medication renewal or advice. Communication was warm and personable.,"pharmacy, prior, authorization, cholesterol, meds."
421,I need to schedule a physical exam before my overseas trip next month.,I can help with that. Would you prefer an early morning or late afternoon appointment?,request_appointment,neutral,Patient requested a future consultation. Communication was matter-of-fact.,"schedule, physical, before, overseas, month."
422,My insulin prescription is running low - can you send a refill to CVS?,This is critical - I'm sending an emergency prescription to your pharmacy to be ready within the hour.,ask_prescription,urgent,Patient asked for medication renewal or advice. Communication emphasized immediate action needed.,"insulin, prescription, running, refill"
423,Are there any weekend slots available for a general consultation?,I'd be happy to schedule that for you! We have some excellent time slots available.,request_appointment,positive,Patient requested a future consultation. Communication had an optimistic tone.,"there, weekend, slots, available, general"
424,Can I book a follow-up with Dr. Smith for my post-op check?,I'm putting you down for our emergency slot at 3pm today. Please arrive 15 minutes early.,request_appointment,urgent,Patient requested a future consultation. Communication emphasized immediate action needed.,"follow-up, Smith, post-op, check?"
425,Do you accept my new insurance plan?,I regret to inform you that we no longer accept that insurance plan as of last month.,general_questions,negative,Patient asked general information about services. Communication expressed concerns or dissatisfaction.,"accept, insurance, plan?"
426,Where can I park when coming for my appointment?,I apologize that our holiday schedule is so limited. I know it can make things difficult.,general_questions,apologetic,Patient asked general information about services. Communication included regret or apologies.,"Where, coming, appointment?"
427,Where can I park when coming for my appointment?,I'm sorry about the confusion regarding our policies. We need to communicate these better.,general_questions,apologetic,Patient asked general information about services. Communication included regret or apologies.,"Where, coming, appointment?"
428,Do you accept my new insurance plan?,"Unfortunately, our holiday hours are significantly reduced due to staffing limitations.",general_questions,negative,Patient asked general information about services. Communication expressed concerns or dissatisfaction.,"accept, insurance, plan?"
429,Can I book a follow-up with Dr. Smith for my post-op check?,Let me check our availability. Are you looking for something this week or next?,request_appointment,neutral,Patient requested a future consultation. Communication was matter-of-fact.,"follow-up, Smith, post-op, check?"
430,There's a strange numbness in my left arm that won't go away.,"According to clinical guidelines, these symptoms necessitate a comprehensive examination and possibly diagnostic imaging.",discuss_symptoms,formal,Patient described current health symptoms. Communication was professional and technical.,"There's, strange, numbness, won't, away."
431,I lost my prescription slip for the antibiotics - can you reissue?,I'm concerned about renewing this medication without seeing you first. These side effects are troubling.,ask_prescription,negative,Patient asked for medication renewal or advice. Communication expressed concerns or dissatisfaction.,"prescription, antibiotics, reissue?"
432,Where can I park when coming for my appointment?,We accept most major insurance plans. May I have your member ID to verify?,general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"Where, coming, appointment?"
433,I need to schedule my annual diabetes screening and checkup.,I'm a bit worried about waiting too long for this appointment. Let me see what I can do to expedite it.,request_appointment,concerned,Patient requested a future consultation. Communication expressed worry or caution.,"schedule, annual, diabetes, screening, checkup."
434,I completed the treatment but still feel fatigued - what next?,Glad you're following up. How have your symptoms progressed since we last spoke?,follow_up,neutral,Patient followed up regarding previous consultation. Communication was matter-of-fact.,"completed, treatment, still, fatigued, next?"
435,There's a strange numbness in my left arm that won't go away.,"According to clinical guidelines, these symptoms necessitate a comprehensive examination and possibly diagnostic imaging.",discuss_symptoms,formal,Patient described current health symptoms. Communication was professional and technical.,"There's, strange, numbness, won't, away."
436,The prescription you sent was out of stock at my pharmacy with no alternatives.,Oh no! That definitely wasn't supposed to happen! Let me help make this right for you.,complaint,friendly,Patient reported dissatisfaction or issues. Communication was warm and personable.,"prescription, stock, pharmacy, alternatives."
437,It's been 2 weeks since my surgery - when should I come for a wound check?,These follow-up symptoms require urgent attention. Can you come to the office today?,follow_up,urgent,Patient followed up regarding previous consultation. Communication emphasized immediate action needed.,"weeks, since, surgery, should, wound"
438,I completed the treatment but still feel fatigued - what next?,These are excellent results. You're responding to treatment better than expected.,follow_up,positive,Patient followed up regarding previous consultation. Communication had an optimistic tone.,"completed, treatment, still, fatigued, next?"
439,I completed the treatment but still feel fatigued - what next?,I'm not satisfied with your progress. These symptoms indicate the treatment isn't working.,follow_up,negative,Patient followed up regarding previous consultation. Communication expressed concerns or dissatisfaction.,"completed, treatment, still, fatigued, next?"
440,My blood sugar levels have stabilized - do I still need the same dosage?,"Upon review of your follow-up data, clinical parameters suggest modification of the treatment protocol.",follow_up,formal,Patient followed up regarding previous consultation. Communication was professional and technical.,"blood, sugar, levels, stabilized, still"
441,Can you prescribe something stronger for my chronic back pain?,"Upon review of your medical history, a prescription renewal is authorized pending pharmacy verification.",ask_prescription,formal,Patient asked for medication renewal or advice. Communication was professional and technical.,"prescribe, something, stronger, chronic, pain?"
442,I need to schedule a physical exam before my overseas trip next month.,"Hey, no problem at all! I can totally squeeze you in this Friday - how does that sound?",request_appointment,friendly,Patient requested a future consultation. Communication was warm and personable.,"schedule, physical, before, overseas, month."
443,I noticed blood in my urine this morning with some burning sensation.,"Upon initial assessment, your described symptoms suggest several potential diagnoses that warrant further investigation.",discuss_symptoms,formal,Patient described current health symptoms. Communication was professional and technical.,"noticed, blood, urine, morning, burning"
444,The doctor didn't explain my diagnosis clearly - I have many unanswered questions.,I appreciate you bringing this to our attention. We're always looking for ways to do better.,complaint,positive,Patient reported dissatisfaction or issues. Communication had an optimistic tone.,"doctor, didn't, explain, diagnosis, clearly"
445,I need to schedule my annual diabetes screening and checkup.,"Hey, no problem at all! I can totally squeeze you in this Friday - how does that sound?",request_appointment,friendly,Patient requested a future consultation. Communication was warm and personable.,"schedule, annual, diabetes, screening, checkup."
446,The antibiotics helped but my sinus infection isn't completely gone.,I'm actually quite worried about these lingering symptoms. They shouldn't still be present.,follow_up,concerned,Patient followed up regarding previous consultation. Communication expressed worry or caution.,"antibiotics, helped, sinus, infection, isn't"
447,I've had a persistent headache for three days now with blurred vision.,I'm genuinely concerned about what you're experiencing. Let's take these symptoms very seriously.,discuss_symptoms,concerned,Patient described current health symptoms. Communication expressed worry or caution.,"persistent, headache, three, blurred, vision."
448,What are your clinic hours on holidays?,I'm happy to confirm that we accept your insurance with excellent coverage options.,general_questions,positive,Patient asked general information about services. Communication had an optimistic tone.,"clinic, hours, holidays?"
449,Where can I park when coming for my appointment?,I apologize that our holiday schedule is so limited. I know it can make things difficult.,general_questions,apologetic,Patient asked general information about services. Communication included regret or apologies.,"Where, coming, appointment?"
450,The biopsy results came back - can we discuss them at my next visit?,Glad you're following up. How have your symptoms progressed since we last spoke?,follow_up,neutral,Patient followed up regarding previous consultation. Communication was matter-of-fact.,"biopsy, results, discuss, visit?"
451,I have severe diarrhea and vomiting since last night - can't keep anything down.,"I understand your concern and I'm glad you came in. Based on what you're describing, we have several good treatment options.",discuss_symptoms,positive,Patient described current health symptoms. Communication had an optimistic tone.,"severe, diarrhea, vomiting, since, night"
452,I need to schedule my annual diabetes screening and checkup.,"Based on what you're describing, I think we should get you in sooner rather than later. How's tomorrow?",request_appointment,concerned,Patient requested a future consultation. Communication expressed worry or caution.,"schedule, annual, diabetes, screening, checkup."
453,"My joints are swollen and painful, especially in the mornings.","You know, I had another patient with similar issues last week - don't worry, we'll get to the bottom of this!",discuss_symptoms,friendly,Patient described current health symptoms. Communication was warm and personable.,"joints, swollen, painful,, especially, mornings."
454,What COVID safety measures are you currently following?,"Oh, holidays are actually when we have our most flexible hours! We try to make it super convenient!",general_questions,friendly,Patient asked general information about services. Communication was warm and personable.,"COVID, safety, measures, currently, following?"
455,I've had a persistent headache for three days now with blurred vision.,That sounds notable. Have you noticed any triggers or patterns to when this occurs?,discuss_symptoms,neutral,Patient described current health symptoms. Communication was matter-of-fact.,"persistent, headache, three, blurred, vision."
456,Can I book a follow-up with Dr. Smith for my post-op check?,Let me check our availability. Are you looking for something this week or next?,request_appointment,neutral,Patient requested a future consultation. Communication was matter-of-fact.,"follow-up, Smith, post-op, check?"
457,Are there any weekend slots available for a general consultation?,Great news! We have several convenient openings that should work perfectly for your schedule.,request_appointment,positive,Patient requested a future consultation. Communication had an optimistic tone.,"there, weekend, slots, available, general"
458,I lost my prescription slip for the antibiotics - can you reissue?,I'm pleased to renew this prescription for you. The treatment seems to be working very well.,ask_prescription,positive,Patient asked for medication renewal or advice. Communication had an optimistic tone.,"prescription, antibiotics, reissue?"
459,My child needs a sports physical - do you have pediatric appointments tomorrow?,I'm so sorry about the wait times lately. Let me do my best to find something that works for you.,request_appointment,apologetic,Patient requested a future consultation. Communication included regret or apologies.,"child, needs, sports, physical, pediatric"
460,There's sharp pain in my lower right abdomen that comes and goes.,These symptoms raise some red flags for me. I want to make sure we don't miss anything important.,discuss_symptoms,concerned,Patient described current health symptoms. Communication expressed worry or caution.,"There's, sharp, lower, right, abdomen"
461,I've been tracking my blood pressure as instructed - should I continue the meds?,These are excellent results. You're responding to treatment better than expected.,follow_up,positive,Patient followed up regarding previous consultation. Communication had an optimistic tone.,"tracking, blood, pressure, instructed, should"
462,I lost my prescription slip for the antibiotics - can you reissue?,I'm a bit worried about these side effects you're mentioning. Let's discuss alternatives to this medication.,ask_prescription,concerned,Patient asked for medication renewal or advice. Communication expressed worry or caution.,"prescription, antibiotics, reissue?"
463,Where can I park when coming for my appointment?,"Oh, holidays are actually when we have our most flexible hours! We try to make it super convenient!",general_questions,friendly,Patient asked general information about services. Communication was warm and personable.,"Where, coming, appointment?"
464,How do I get a copy of my medical records transferred to another provider?,I regret to inform you that we no longer accept that insurance plan as of last month.,general_questions,negative,Patient asked general information about services. Communication expressed concerns or dissatisfaction.,"medical, records, transferred, another, provider?"
465,Can I book a follow-up with Dr. Smith for my post-op check?,Great news! We have several convenient openings that should work perfectly for your schedule.,request_appointment,positive,Patient requested a future consultation. Communication had an optimistic tone.,"follow-up, Smith, post-op, check?"
466,I'm having bad side effects from the new medication - can we switch?,This is critical - I'm sending an emergency prescription to your pharmacy to be ready within the hour.,ask_prescription,urgent,Patient asked for medication renewal or advice. Communication emphasized immediate action needed.,"having, effects, medication, switch?"
467,Can you prescribe something stronger for my chronic back pain?,I'm concerned about renewing this medication without seeing you first. These side effects are troubling.,ask_prescription,negative,Patient asked for medication renewal or advice. Communication expressed concerns or dissatisfaction.,"prescribe, something, stronger, chronic, pain?"
468,There's sharp pain in my lower right abdomen that comes and goes.,I'm sorry you've been dealing with this discomfort. We should have caught this during your last visit.,discuss_symptoms,apologetic,Patient described current health symptoms. Communication included regret or apologies.,"There's, sharp, lower, right, abdomen"
469,My test results were supposed to be ready yesterday but still aren't available.,"I'm totally with you on this one - that experience wasn't okay, and we can do better!",complaint,friendly,Patient reported dissatisfaction or issues. Communication was warm and personable.,"results, supposed, ready, yesterday, still"
470,The receptionist was very rude when I called to reschedule.,This level of service is completely unacceptable. I share your frustration entirely.,complaint,negative,Patient reported dissatisfaction or issues. Communication expressed concerns or dissatisfaction.,"receptionist, called, reschedule."
471,The biopsy results came back - can we discuss them at my next visit?,Hey there! So good to hear from you! How are you feeling after our last appointment?,follow_up,friendly,Patient followed up regarding previous consultation. Communication was warm and personable.,"biopsy, results, discuss, visit?"
472,The physical therapy exercises caused more pain - is this normal?,"Given what you're describing, I need you to come in immediately for reassessment.",follow_up,urgent,Patient followed up regarding previous consultation. Communication emphasized immediate action needed.,"physical, therapy, exercises, caused, normal?"
473,Do I need a new prescription for my ongoing thyroid medication?,This is critical - I'm sending an emergency prescription to your pharmacy to be ready within the hour.,ask_prescription,urgent,Patient asked for medication renewal or advice. Communication emphasized immediate action needed.,"prescription, ongoing, thyroid, medication?"
474,Are there any weekend slots available for a general consultation?,Great news! We have several convenient openings that should work perfectly for your schedule.,request_appointment,positive,Patient requested a future consultation. Communication had an optimistic tone.,"there, weekend, slots, available, general"
475,I'm traveling abroad and need a 3-month supply of my blood thinners.,I apologize for the confusion with your prescription. Let me fix this right away.,ask_prescription,apologetic,Patient asked for medication renewal or advice. Communication included regret or apologies.,"traveling, abroad, 3-month, supply, blood"
476,My pharmacy says they need prior authorization for my new cholesterol meds.,No problem at all with that refill! I'll take care of it right away so you don't have to worry.,ask_prescription,friendly,Patient asked for medication renewal or advice. Communication was warm and personable.,"pharmacy, prior, authorization, cholesterol, meds."
477,What COVID safety measures are you currently following?,I'm worried you might have trouble with parking during construction - let me suggest some alternatives.,general_questions,concerned,Patient asked general information about services. Communication expressed worry or caution.,"COVID, safety, measures, currently, following?"
478,Do I need a new prescription for my ongoing thyroid medication?,I'm pleased to renew this prescription for you. The treatment seems to be working very well.,ask_prescription,positive,Patient asked for medication renewal or advice. Communication had an optimistic tone.,"prescription, ongoing, thyroid, medication?"
479,I'd like to make a same-day urgent appointment if possible.,I'm putting you down for our emergency slot at 3pm today. Please arrive 15 minutes early.,request_appointment,urgent,Patient requested a future consultation. Communication emphasized immediate action needed.,"same-day, urgent, appointment, possible."
480,Are there any weekend slots available for a general consultation?,"Unfortunately, we're extremely booked for the next three weeks due to staff shortages.",request_appointment,negative,Patient requested a future consultation. Communication expressed concerns or dissatisfaction.,"there, weekend, slots, available, general"
481,What are your clinic hours on holidays?,We accept most major insurance plans. May I have your member ID to verify?,general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"clinic, hours, holidays?"
482,I've been having chest palpitations that last several minutes at a time.,"Upon initial assessment, your described symptoms suggest several potential diagnoses that warrant further investigation.",discuss_symptoms,formal,Patient described current health symptoms. Communication was professional and technical.,"having, chest, palpitations, several, minutes"
483,I need to schedule my annual diabetes screening and checkup.,I'm a bit worried about waiting too long for this appointment. Let me see what I can do to expedite it.,request_appointment,concerned,Patient requested a future consultation. Communication expressed worry or caution.,"schedule, annual, diabetes, screening, checkup."
484,The rash has spread despite using the prescribed cream - what now?,"You know, I've been thinking about your case - sounds like you're really making progress!",follow_up,friendly,Patient followed up regarding previous consultation. Communication was warm and personable.,"spread, despite, using, prescribed, cream"
485,I've had a persistent headache for three days now with blurred vision.,I apologize that you've been suffering. The healthcare system can sometimes miss these early signs.,discuss_symptoms,apologetic,Patient described current health symptoms. Communication included regret or apologies.,"persistent, headache, three, blurred, vision."
486,I have severe diarrhea and vomiting since last night - can't keep anything down.,These symptoms are concerning and require immediate attention. I'm not satisfied with what I'm hearing.,discuss_symptoms,negative,Patient described current health symptoms. Communication expressed concerns or dissatisfaction.,"severe, diarrhea, vomiting, since, night"
487,What COVID safety measures are you currently following?,I apologize that our holiday schedule is so limited. I know it can make things difficult.,general_questions,apologetic,Patient asked general information about services. Communication included regret or apologies.,"COVID, safety, measures, currently, following?"
488,I've been tracking my blood pressure as instructed - should I continue the meds?,Hey there! So good to hear from you! How are you feeling after our last appointment?,follow_up,friendly,Patient followed up regarding previous consultation. Communication was warm and personable.,"tracking, blood, pressure, instructed, should"
489,Which hospital are you affiliated with for emergencies?,"You know what, parking is actually free on weekends - a little bonus for our Saturday patients!",general_questions,friendly,Patient asked general information about services. Communication was warm and personable.,"Which, hospital, affiliated, emergencies?"
490,It's been 2 weeks since my surgery - when should I come for a wound check?,I apologize that you're still experiencing these symptoms. We should have addressed this differently.,follow_up,apologetic,Patient followed up regarding previous consultation. Communication included regret or apologies.,"weeks, since, surgery, should, wound"
491,I've had a persistent headache for three days now with blurred vision.,Thank you for providing such clear details about your symptoms. This gives us a promising starting point for treatment.,discuss_symptoms,positive,Patient described current health symptoms. Communication had an optimistic tone.,"persistent, headache, three, blurred, vision."
492,I've been tracking my blood pressure as instructed - should I continue the meds?,These follow-up symptoms require urgent attention. Can you come to the office today?,follow_up,urgent,Patient followed up regarding previous consultation. Communication emphasized immediate action needed.,"tracking, blood, pressure, instructed, should"
493,The prescription you sent was out of stock at my pharmacy with no alternatives.,This requires immediate attention. I'm escalating this to our director right now.,complaint,urgent,Patient reported dissatisfaction or issues. Communication emphasized immediate action needed.,"prescription, stock, pharmacy, alternatives."
494,There's a strange numbness in my left arm that won't go away.,"You know, I had another patient with similar issues last week - don't worry, we'll get to the bottom of this!",discuss_symptoms,friendly,Patient described current health symptoms. Communication was warm and personable.,"There's, strange, numbness, won't, away."
495,Your online portal isn't working and I can't access my medical records.,I understand your concern. Let me look into this matter for you.,complaint,neutral,Patient reported dissatisfaction or issues. Communication was matter-of-fact.,"online, portal, isn't, working, can't"
496,Could I get an appointment with the cardiology department?,"Based on what you're describing, I think we should get you in sooner rather than later. How's tomorrow?",request_appointment,concerned,Patient requested a future consultation. Communication expressed worry or caution.,"Could, appointment, cardiology, department?"
497,I've been waiting 45 minutes past my scheduled appointment time.,This level of service is completely unacceptable. I share your frustration entirely.,complaint,negative,Patient reported dissatisfaction or issues. Communication expressed concerns or dissatisfaction.,"waiting, minutes, scheduled, appointment, time."
498,What are your clinic hours on holidays?,I'm concerned about your insurance coverage. Let me check some details to make sure you're fully covered.,general_questions,concerned,Patient asked general information about services. Communication expressed worry or caution.,"clinic, hours, holidays?"
499,"My joints are swollen and painful, especially in the mornings.",These symptoms need immediate investigation. I'm going to expedite some tests right away.,discuss_symptoms,urgent,Patient described current health symptoms. Communication emphasized immediate action needed.,"joints, swollen, painful,, especially, mornings."
500,The physical therapy exercises caused more pain - is this normal?,These test results are not what we hoped for. We need to reconsider our approach immediately.,follow_up,negative,Patient followed up regarding previous consultation. Communication expressed concerns or dissatisfaction.,"physical, therapy, exercises, caused, normal?"
